;;;;;;;;;DEPOT NOM : >;Unis vers cités PUTE;;
;;;;;;;;;DEPOT SURNOM : >;vers;;
;;;;;;;;;DEPOT TYPE : >;1;;
;;;;;;;;;DEPOT QUANTITEE : >;2660;;
;;;;;;;;;DEPOT VOLUME : >;99.0;;
;;;;;;;;;DEPOT CARTONS : >;2;;
;;;;;;;;;DEPOT REMARQUE : >;ha oui;;
;;;;;;;;;DEPOT POID CARTONS : >;12.0;;
;;;;;;;;;DEPOT NB PAQUET : >;;;
;;;;;;;;;DEPOT PRIX : >;;;
INFO DEVIS : |;INFO KAF : |;REF : |;NOM  : |;ADRESSE : |;CP : |;VILLE : |;INFORMATION LIEU : |;DESTINATAIRE : |;LIEU PRIX : |;;;
non localisé;inconnu;;Le BAL;18 impasse La défense;75018;PARIS;;;;;;
non localisé;inconnu;;ATLA;12  villa de Guelma ;75018;PARIS;;;;;;
Ok;ouvert;820;Librairie du 104 et Accueil du 104;5 Rue Curial;75019;PARIS;;;;;;
Ok;ouvert;804;Cours Florent;39 Avenue Jean Jaurès;75019;PARIS;;;;;;
Ok;ouvert;700;FRAC Plateau;33 Rue des Alouettes;75019;PARIS;;;;;;
Ok;inconnu;897;CNSMP;209 Avenue Jean Jaurès;75019;PARIS;;;;;;
Ok;inconnu;;Cité de la Musique - Accueil A;221 Avenue Jean Jaurès;75019;PARIS;;;;;;
Ok;ouvert;809;Conservatoire Jacques Ibert;81 Rue Armand Carrel;75019;PARIS;;;;;;
non localisé;inconnu;;Grande Halle de la Villette;211 ;75019;PARIS;;;;;;
non localisé;inconnu;;Centre d'animation Curial;38 Avenue de Flandre;75019;PARIS;;;;;;
Ok;ouvert;703;Belleviloise ;21 Rue Boyer;75020;PARIS;;;;;;
Ok;ouvert;810;Confluences;190 Boulevard de Charonne;75020;PARIS;;;;;;
Ok;inconnu;;Médiathèque Marguerite Duras;115 Rue de Bagnolet;75020;PARIS;;;;;;
Ok;inconnu;;THEATRE DE MENILMONTANT;15 Rue du Retrait;75020;PARIS;;;;;;
Ok;ouvert;704;Maronquinerie ;23 Rue Boyer;75020;PARIS;;;;;;
Ok;inconnu;;Ecole de THEATRE LES ENFANTS TERRIBLES;157 Rue Pelleport;75020;PARIS;;;;;;
non localisé;inconnu;;Association L'Aquilone;1 rue Frederic Lemaitre;75020;PARIS;;;;;;
Ok;inconnu;904;BIBLIOTHEQUE ADULTE ;12 Rue du Télégraphe;75020;PARIS;;;;;;
Ok;inconnu;;ESPACE OXYGENE;4 Impasse Cordon Boussard;75020;PARIS;;;;;;
non localisé;inconnu;;Musée d'Art Moderne de la ville de Paris;9 rue Gaston de Saint Paul;0;Ville inconnue;;;;;;
non localisé;inconnu;;CENTRE NATIONAL DU CINEMA;12 rue de Lubeck;0;Ville inconnue;;;;;;
non localisé;inconnu;;Palais de Tokyo;2  rue de la Manutention;0;Ville inconnue;;;;;;
Ok;inconnu;909;CDN MONTREUIL  ;10 Place Jean Jaurès;93100;MONTREUIL;;;;;;
non localisé;inconnu;;THEATRE L'ECHANGEUR;59 av du Gal de Gaulle;93170;BAGNOLET;;;;;;
Ok;inconnu;;LE SAMOVAR;165 Avenue Pasteur;93170;BAGNOLET;;;;;;
non localisé;inconnu;;La dynamo;9 rue Gabrielle Josserand;93500;PANTIN;;;;;;
Ok;inconnu;;CND/ servic développement des publics;Rue Victor Hugo;93500;PANTIN;;;;;;
